vidid,ad_view
VID_3730,16
VID_20785,130
VID_19781,16
VID_10146,31
VID_2518,3
VID_840,1659
VID_4430,3
VID_16996,3
VID_22936,3214
VID_22504,23
VID_3750,40
VID_3658,8
VID_22971,321
VID_15236,120
VID_22486,5202
VID_13954,1
VID_8058,4
VID_663,437
VID_3814,17
VID_9198,202
VID_19863,55
VID_13398,2
VID_17862,65
VID_7718,2888
VID_15516,4
VID_2296,2652
VID_22055,7
VID_22459,324
VID_16854,6
VID_8197,163
VID_21952,4
VID_10129,14
VID_3566,1382
VID_6817,2
VID_19260,7
VID_20553,57
VID_22496,512
VID_12450,3
VID_14239,32
VID_16804,2
VID_6521,5
VID_5102,3
VID_16722,2386
VID_18580,673
VID_4212,13
VID_1783,458
VID_12206,838
VID_21552,3
VID_6166,8
VID_22473,15722
VID_10843,1358
VID_7934,55
VID_6887,205
VID_3994,4
VID_14111,1167410
VID_12425,15
VID_2705,2499
VID_22460,726
VID_21443,3
VID_13458,21
VID_16706,507
VID_11203,29
VID_4415,405
VID_14218,137
VID_19113,13
VID_19213,10
VID_19265,112
VID_2584,479
VID_5236,430
VID_1018,17110
VID_17894,99
VID_9637,6
VID_22287,1539
VID_13596,2049
VID_6944,9795
VID_2778,3
VID_3200,266
VID_11241,7546
VID_5901,13
VID_14375,20
VID_99,3
VID_2899,1883
VID_10190,2
VID_813,11
VID_14452,1
VID_369,251
VID_23168,2
VID_5106,198
VID_19011,516
VID_7298,6
VID_5681,17
VID_1855,82
VID_21283,1425
VID_21379,6
VID_10947,694
VID_17615,1053
VID_2087,202
VID_5531,12
VID_22667,1179
VID_1296,1931
VID_3279,109
VID_649,24
VID_18268,451
VID_19706,707
VID_6399,1
VID_19122,233
VID_4301,4
VID_10984,21165
VID_8325,876
VID_16691,4423
VID_11882,26
VID_11982,92
VID_14176,3095
VID_3065,5
VID_22455,400
VID_14287,2305
VID_7854,2
VID_22763,2051
VID_4563,5331
VID_15642,13
VID_21317,8
VID_18687,62
VID_18552,5
VID_5021,5
VID_3375,898
VID_3817,17
VID_3366,41
VID_8419,12
VID_1735,644
VID_1461,10
VID_2356,6
VID_16448,1995
VID_9230,5562
VID_10289,479
VID_18175,10
VID_22061,5
VID_1168,39
VID_22928,10
VID_11744,266
VID_11047,35
VID_13591,4166
VID_14578,4
VID_22622,1158
VID_7901,248
VID_23021,171
VID_9038,659
VID_13750,949
VID_6280,8
VID_11461,10
VID_8873,7
VID_18990,23
VID_17976,4
VID_16955,369
VID_1796,186
VID_20921,648
VID_1317,1229
VID_8069,119
VID_22468,8541
VID_6926,20
VID_4722,80
VID_9129,4729
VID_14041,11
VID_9932,2215
VID_9659,2
VID_15144,304
VID_1498,288
VID_16129,601
VID_664,363
VID_17580,579
VID_21417,1161
VID_13953,3
VID_18930,114
VID_18139,172
VID_11415,379
VID_19396,3450
VID_16697,775
VID_16407,735
VID_9074,2567
VID_4666,1
VID_22617,6
VID_1842,380
VID_17391,3481
VID_2412,745
VID_20615,959
VID_14222,28109
VID_9588,1
VID_16609,3
VID_17466,35
VID_1888,45
VID_461,19
VID_15015,6
VID_8631,42
VID_14646,666
VID_10770,6
VID_19109,244
VID_19111,4
VID_20186,404
VID_1192,1193
VID_11722,4
VID_17776,8
VID_7549,1322
VID_15395,1965
VID_13017,9
VID_16986,1031
VID_14419,555
VID_13921,28
VID_6609,662
VID_12878,1486
VID_10931,2
VID_17716,26479
VID_3255,4
VID_1506,17050
VID_14618,3
VID_9422,55605
VID_7811,13
VID_6620,22
VID_1477,37
VID_3248,6
VID_3529,7
VID_18772,349
VID_56,125
VID_18839,522
VID_5763,134
VID_3368,15
VID_18344,5301
VID_23011,49
VID_5937,2
VID_3841,11
VID_21398,12
VID_8079,1130
VID_15470,504
VID_20276,4
VID_5461,88
VID_7124,3
VID_5447,51
VID_1702,268
VID_14723,3
VID_14225,128
VID_16157,1850
VID_7608,2
VID_3413,3
VID_10219,23192
VID_19649,2364
VID_21244,3
VID_20925,151
VID_3686,299
VID_12169,368
VID_7490,736
VID_19356,428
VID_1329,1212
VID_1649,16
VID_10314,292
VID_13342,510
VID_21573,25
VID_21226,30
VID_18968,1908
VID_18357,514
VID_11765,27
VID_439,2270
VID_23407,1502
VID_5598,3
VID_23356,3066
VID_1278,21
VID_9253,166
VID_8203,9
VID_11006,20
VID_5553,246
VID_1677,5
VID_20853,31
VID_23581,8
VID_13212,1078
VID_13440,3452
VID_15448,16
VID_4967,527
VID_21754,29
VID_680,233
VID_12637,1
VID_7914,21
VID_12827,4
VID_122,313
VID_17314,278
VID_8713,406
VID_15935,140
VID_14442,11
VID_8070,3
VID_20403,22
VID_17711,151
VID_11615,463
VID_15404,54
VID_3647,7
VID_12405,11
VID_772,96
VID_11452,1033
VID_3410,29
VID_7056,8
VID_20509,3222
VID_11723,220
VID_5482,237
VID_15694,73
VID_4324,68
VID_1259,7
VID_10024,9
VID_22382,2004
VID_1073,51
VID_5434,8
VID_14737,171
VID_8750,268
VID_15308,2870
VID_16420,426
VID_15045,475
VID_20064,173
VID_13568,27
VID_2146,12
VID_14878,14
VID_5996,4
VID_18738,2364
VID_16932,37
VID_10894,44
VID_14710,20
VID_8885,2600
VID_23004,2785
VID_23219,100
VID_22097,3553
VID_4297,84
VID_16228,20
VID_15954,5
VID_3345,6
VID_6427,7
VID_2718,1286
VID_6546,3
VID_13082,3
VID_5244,5
VID_3531,36
VID_22286,7885
VID_22485,2418
VID_12333,5428
VID_10212,8028
VID_3367,13
VID_16618,529
VID_20425,8
VID_15511,239
VID_15733,23
VID_4609,257
VID_1226,7
VID_13888,16
VID_9222,26
VID_21581,1669
VID_4465,1
VID_5281,38
VID_1306,20
VID_7739,10
VID_22195,687
VID_18924,572
VID_23513,2157
VID_17401,8
VID_20646,29
VID_11904,114
VID_4731,5
VID_5672,320
VID_15911,19
VID_20319,3891
VID_17444,149
VID_18753,1946
VID_7764,3
VID_15704,117
VID_11545,4810
VID_19136,3548
VID_18105,415
VID_14067,4
VID_20812,123
VID_21151,197
VID_7982,1453
VID_20546,32
VID_17720,158
VID_16337,167
VID_19872,7
VID_21738,1099
VID_11905,16
VID_4785,1660
VID_16967,7325
VID_20054,1916
VID_23759,13
VID_5271,146
VID_15558,30
VID_20763,9
VID_3691,9
VID_10696,8
VID_15281,3730
VID_11521,3103
VID_11012,25
VID_21215,1075
VID_14106,26
VID_17170,120
VID_8829,2
VID_15648,253
VID_2503,2713
VID_9609,10
VID_14786,213
VID_1096,8
VID_16946,94
VID_538,6
VID_21465,42071
VID_2234,138
VID_19367,13
VID_19713,5105
VID_17979,10
VID_14645,285
VID_13242,538
VID_13615,116986
VID_13195,343
VID_16686,27
VID_574,11
VID_19535,363
VID_17822,2526
VID_9736,3156
VID_9317,2
VID_1575,9866
VID_6226,710
VID_21053,152
VID_7408,5
VID_20431,94
VID_19505,114
VID_23365,2
VID_6007,204
VID_5185,2
VID_6617,12
VID_9082,1367
VID_14054,276
VID_23360,34
VID_2442,231
VID_3786,75
VID_7466,2
VID_7153,832
VID_19049,466
VID_23260,17
VID_14651,958
VID_20422,577
VID_10825,3137
VID_7545,622
VID_14348,96
VID_9713,6
VID_1014,4191
VID_9113,2271
VID_11382,6
VID_11300,356
VID_20932,3438
VID_14436,224
VID_9301,4
VID_12523,2155
VID_12643,1400
VID_12362,2
VID_15441,274
VID_9952,38
VID_21767,32
VID_12684,2
VID_11309,4
VID_7834,5
VID_18002,13
VID_9547,18
VID_16315,60
VID_8722,5837
VID_1399,16
VID_237,1
VID_18681,9615
VID_6685,2
VID_22705,30
VID_20836,3529
VID_10891,447
VID_20804,5028
VID_13123,81
VID_9458,2
VID_8877,10
VID_4443,16
VID_5448,8
VID_488,8
VID_20620,4200
VID_20039,4633
VID_13054,17
VID_22530,237
VID_22322,1205
VID_20887,165
VID_6942,8
VID_21305,2
VID_20072,3658
VID_18181,153
VID_5565,5
VID_4061,9
VID_19993,66
VID_7414,3
VID_17815,8336
VID_16441,4171
VID_6144,43
VID_21845,11
VID_2468,7
VID_1196,5
VID_20487,2404
VID_21406,5
VID_4458,10
VID_12222,5
VID_20587,134
VID_21192,373
VID_1338,6949
VID_13631,20374
VID_425,56
VID_23125,7
VID_5980,2
VID_5826,15
VID_730,4
VID_20191,103
VID_9366,7
VID_3599,3
VID_7073,696
VID_13754,5151
VID_2499,4
VID_14759,81
VID_13348,7
VID_5900,5
VID_21942,303
VID_23612,91
VID_15321,24
VID_16775,21
VID_8386,3
VID_12887,446
VID_3074,63
VID_17009,29
VID_18209,746
VID_16226,16
VID_23615,2
VID_3344,1543
VID_13034,346
VID_23160,9995
VID_23460,362
VID_2581,1504
VID_7813,14
VID_1638,1050
VID_21708,957
VID_5991,1223
VID_22675,5014
VID_20488,452
VID_23492,2686
VID_22464,4
VID_13553,20
VID_23048,9
VID_19463,706
VID_2955,11
VID_21189,1654
VID_20777,9686
VID_15256,55
VID_17502,3145
VID_22886,3003
VID_17133,591
VID_18620,69024
VID_10137,5
VID_13680,1
VID_10713,1
VID_23376,2195
VID_428,4736
VID_14166,3
VID_17547,61
VID_2976,14
VID_11430,11
VID_13121,6
VID_16459,1508
VID_846,1719
VID_9810,1545
VID_3097,1
VID_16503,2266
VID_296,28072
VID_19267,446
VID_13080,25
VID_16247,59
VID_1982,245
VID_22880,6
VID_14170,17
VID_10366,19
VID_3537,3
VID_21066,765
VID_4285,815
VID_13925,1
VID_19161,117
VID_21216,11
VID_2226,27
VID_5101,8776
VID_22215,53
VID_4278,11
VID_19545,202
VID_16699,559
VID_7728,4000
VID_13946,7
VID_22301,72
VID_490,191
VID_14579,4
VID_22276,274
VID_12740,30018
VID_2319,1622
VID_9097,52
VID_15646,2866
VID_3981,435
VID_12145,4
VID_15834,338
VID_16160,64
VID_1083,216
VID_10805,193
VID_3699,44
VID_21514,158
VID_1673,20
VID_15239,26
VID_898,789
VID_11335,28620
VID_4501,608
VID_22358,10859
VID_7092,44
VID_19699,1341
VID_16150,446
VID_16870,5
VID_15804,833
VID_11147,31
VID_6581,194
VID_11927,825
VID_12471,3
VID_16703,1041
VID_12913,64
VID_7482,2
VID_3979,74
VID_7010,768
VID_5822,10
VID_22298,204
VID_6753,54
VID_12787,222
VID_11162,7
VID_18497,6
VID_76,97
VID_18190,326
VID_11843,358
VID_4089,2120
VID_20298,1049
VID_9557,2
VID_9380,31
VID_18153,301
VID_18060,57
VID_20324,3188
VID_11513,297
VID_17896,44
VID_16060,5
VID_15066,16327
VID_4762,5826
VID_23414,15
VID_13269,2173
VID_4876,14
VID_8111,1
VID_2593,200
VID_21549,14
VID_6237,14
VID_22122,2799
VID_6481,57
VID_12717,14
VID_20370,3180
VID_14515,3
VID_11481,615
VID_10769,26
VID_18296,5214
VID_7639,26
VID_18195,420
VID_20891,1921
VID_19939,15
VID_19388,56
VID_20066,5
VID_7083,2076
VID_12868,1
VID_16004,305
VID_7698,270
VID_18053,4410
VID_9985,60
VID_3109,87
VID_7784,198
VID_16888,2
VID_15320,23
VID_6762,2
VID_13485,2
VID_20969,741
VID_1615,461
VID_13077,68
VID_2223,25
VID_19576,199
VID_211,3
VID_14157,469
VID_16361,473
VID_3278,13
VID_20965,2320
VID_14397,139
VID_9552,8
VID_14588,253
VID_15007,778
VID_11202,41
VID_11824,2915
VID_2490,73
VID_7575,657
VID_11142,1806
VID_9984,728
VID_3583,326
VID_14594,14
VID_12231,16
VID_21257,1132
VID_3275,10
VID_7081,252
VID_13830,4
VID_9356,2
VID_13975,2211
VID_2100,604
VID_3260,2061
VID_20059,269
VID_5915,10
VID_7280,607
VID_8813,14
VID_4095,14
VID_15505,413
VID_12419,51
VID_2937,1324
VID_9231,11576
VID_21270,2343
VID_17847,728
VID_11237,3129
VID_4634,109
VID_4716,101
VID_20265,6
VID_18316,5352
VID_10138,6
VID_4990,2
VID_246,3
VID_6841,957
VID_17749,5
VID_8136,17
VID_3815,2852
VID_17244,783
VID_8194,1568
VID_21265,72
VID_19952,14652
VID_3483,16
VID_11010,13
VID_16542,696
VID_12196,732
VID_20150,4196
VID_652,2
VID_18816,745
VID_11495,207
VID_20420,30
VID_1035,1126
VID_4240,977
VID_12148,2491
VID_2059,92
VID_10136,27
VID_19726,92
VID_15530,5
VID_10512,4
VID_23099,14415
VID_18818,11896
VID_18846,1842
VID_4056,204
VID_7349,279
VID_6296,13
VID_22618,695
VID_5725,12
VID_2582,23
VID_23619,458
VID_10774,1
VID_1380,1207
VID_5879,2
VID_14235,194
VID_17019,4
VID_13630,1854
VID_2081,44447
VID_18764,497
VID_13779,3
VID_18791,5957
VID_7140,1132
VID_23074,8
VID_13977,2
VID_522,9130
VID_20567,134
VID_18521,3
VID_12121,11194
VID_4090,1229
VID_8664,4403
VID_12236,13
VID_16548,2024
VID_20239,31
VID_20147,8627
VID_20823,2727
VID_19629,6
VID_3159,257
VID_4388,1
VID_5729,1
VID_16729,149
VID_10898,625
VID_15117,29
VID_2008,13
VID_1992,7
VID_20369,6067
VID_16922,28
VID_19905,1
VID_21924,455
VID_1248,238
VID_21766,17
VID_5247,57
VID_18615,47
VID_2267,2
VID_17316,557
VID_11279,8
VID_5552,15
VID_22352,5394
VID_15074,11
VID_15181,219
VID_21556,3269
VID_2767,13
VID_8827,730
VID_1268,17
VID_20506,17
VID_5204,19
VID_15122,3
VID_21234,240
VID_21772,6
VID_20282,22
VID_21958,121
VID_4481,247
VID_10596,14897
VID_18797,136
VID_4060,48
VID_13312,35
VID_4275,653
VID_1473,1336
VID_12854,18
VID_2628,430
VID_8516,659
VID_14619,4
VID_19598,770
VID_20689,72
VID_20901,3060
VID_13305,5
VID_23677,27
VID_16068,47
VID_17820,6460
VID_6711,276
VID_12008,98
VID_7139,22
VID_22612,1390
VID_6600,5
VID_2734,2
VID_11114,959
VID_15928,109
VID_3784,19
VID_23266,3
VID_23458,68
VID_17606,1135
VID_14718,18
VID_1548,104
VID_7231,3
VID_801,19
VID_13712,157
VID_10166,20197
VID_5659,496
VID_1184,967
VID_15420,208
VID_18814,223
VID_10531,226
VID_1552,973
VID_16661,592
VID_11815,96
VID_16106,845
VID_10096,10
VID_13800,3791
VID_20971,6
VID_3761,28
VID_17833,619
VID_23359,102
VID_17046,21286
VID_13663,1637
VID_20421,15
VID_21232,223
VID_22033,3600
VID_23156,2864
VID_16525,53
VID_12507,1
VID_8100,133
VID_11008,4
VID_6241,36
VID_3009,3
VID_19559,7053
VID_16197,614
VID_8132,6
VID_13790,3
VID_18140,13123
VID_816,509
VID_16603,22
VID_18097,665
VID_8742,245
VID_19665,1753
VID_17140,197
VID_20124,153
VID_16535,7
VID_5137,324
VID_14719,1
VID_13884,13
VID_3249,15
VID_18283,16
VID_16543,10
VID_18133,11711
VID_23731,5306
VID_11867,196
VID_23734,1557
VID_10502,7
VID_23101,8
VID_13526,11
VID_22440,1639
VID_542,2
VID_19625,11215
VID_11584,708
VID_12516,6
VID_667,69
VID_18563,87
VID_5462,4
VID_12155,605
VID_15969,21
VID_16141,139
VID_7431,2
VID_6528,5
VID_4795,15
VID_6677,1
VID_21733,6
VID_22128,6131
VID_10638,6
VID_19603,208
VID_2171,446
VID_16181,787
VID_18102,6
VID_22722,178
VID_21248,87
VID_15421,3063
VID_16412,2025
VID_11403,376
VID_3492,277
VID_23244,253
VID_9580,2
VID_19934,5
VID_23452,53
VID_19378,82
VID_3257,3
VID_14547,2929
VID_11926,1537
VID_22031,2581
VID_2878,385
VID_11072,52
VID_19910,497
VID_14655,91
VID_18920,945
VID_749,4
VID_7892,4
VID_17249,385
VID_14434,8
VID_17361,108
VID_20118,29
VID_3246,5
VID_17983,965
VID_19052,93
VID_817,210
VID_4969,5194
VID_16136,454
VID_10245,3
VID_17106,15
VID_11803,7
VID_22896,1275
VID_1749,11
VID_10732,5
VID_20461,1034
VID_9295,703
VID_13024,2
VID_19735,54
VID_2416,51
VID_11799,122185
VID_1626,12
VID_14902,18639
VID_326,1520
VID_14288,10
VID_15337,107
VID_2436,1804
VID_20962,2176
VID_21022,210
VID_8357,2
VID_912,7
VID_19802,5
VID_5858,351
VID_868,4376
VID_2938,589
VID_7205,1428
VID_13328,2980
VID_17349,238
VID_3587,5
VID_9761,1513
VID_22986,4
VID_22640,548
VID_123,2349
VID_11768,498
VID_9948,372
VID_23191,4
VID_23115,74
VID_23302,1
VID_10448,9
VID_3547,8
VID_5173,3521
VID_11425,12
VID_22512,2062
VID_13801,4
VID_7216,252
VID_1459,17186
VID_768,166
VID_7874,5
VID_17411,21
VID_5338,2
VID_13093,5
VID_3562,46
VID_20725,1
VID_11275,65
VID_13931,114
VID_20614,14
VID_9151,88
VID_21787,4
VID_8709,7
VID_23579,85
VID_17814,2797
VID_17607,28
VID_4756,808
VID_8258,165
VID_21081,185
VID_8426,417
VID_1191,6
VID_8169,3
VID_17104,15
VID_17947,4
VID_8778,5
VID_8824,10
VID_20521,2
VID_20565,2466
VID_2345,335
VID_11351,7
VID_19674,1015
VID_17380,2450
VID_20501,9
VID_10078,51
VID_17268,178
VID_11963,140
VID_7177,331
VID_12440,13
VID_14091,641
VID_5145,653
VID_10483,1017
VID_1378,89
VID_3427,19
VID_15335,262
VID_18848,217
VID_2755,4
VID_1172,421
VID_3340,54
VID_12594,2209
VID_6607,4
VID_13861,65
VID_9705,626
VID_5850,3
VID_12238,37
VID_21926,49
VID_9487,89
VID_20494,2003
VID_23549,4
VID_19860,36
VID_1150,2739
VID_5736,6
VID_1308,23
VID_23085,273
VID_376,696
VID_750,915
VID_11771,4
VID_6200,12
VID_1917,1418
VID_5987,26
VID_4277,379
VID_4291,140
VID_3217,11
VID_14488,14
VID_4524,3120
VID_10322,43
VID_5870,301
VID_5237,38
VID_1058,19
VID_7661,140
VID_17233,394
VID_2787,10
VID_5413,9
VID_18748,15
VID_16983,24604
VID_9368,66
VID_2876,22
VID_14753,72
VID_20024,271
VID_22731,7780
VID_1020,15
VID_21916,29
VID_20316,3953
VID_10115,5
VID_13527,11
VID_10017,4
VID_20624,13
VID_549,369
VID_7929,8
VID_21591,2652
VID_15528,971
VID_2737,2
VID_15198,10
VID_7845,6
VID_5740,108
VID_14139,2
VID_5516,121
VID_4987,8
VID_9479,394
VID_15816,7
VID_11396,3
VID_8741,64
VID_4189,53
VID_15667,19
VID_22288,4464
VID_16111,111
VID_8765,22
VID_5061,14
VID_6224,11
VID_5902,5
VID_15118,12
VID_15594,1639
VID_13664,541
VID_5969,22
VID_21111,5351
VID_11029,40
VID_14023,594
VID_18096,103
VID_13058,488
VID_16464,42
VID_14895,9
VID_2533,677
VID_20581,10
VID_1811,36
VID_18604,669
VID_14864,3
VID_13419,434
VID_22638,6
VID_14649,195
VID_23103,1879
VID_13850,10
VID_1810,452
VID_18335,402
VID_12164,35
VID_16549,10
VID_10235,15
VID_19514,18
VID_18077,250
VID_4242,7
VID_5855,106
VID_10617,4
VID_824,27
VID_14341,5
VID_514,389
VID_2863,20
VID_20662,16
VID_16730,9
VID_2272,8
VID_17648,402
VID_11316,140
VID_12996,12
VID_3430,57
VID_12935,940
VID_23589,17
VID_9862,93
VID_8470,6
VID_8714,56
VID_10157,103
VID_5284,6
VID_14780,14
VID_2091,331
VID_11367,5
VID_6269,66
VID_21394,5
VID_8748,28
VID_8533,180
VID_1013,4132
VID_12908,422
VID_13180,1476
VID_5182,16
VID_104,166
VID_14411,13
VID_12957,588
VID_18566,103
VID_7049,657
VID_22563,245
VID_13261,23
VID_10340,10
VID_15891,11
VID_8103,83
VID_8461,127
VID_7622,515
VID_1136,33
VID_722,165
VID_9454,129
VID_10912,376
VID_9548,1
VID_20850,39
VID_4738,5
VID_18978,10894
VID_8659,35706
VID_1897,94
VID_2803,34
VID_20017,412
VID_12039,2110
VID_13420,2
VID_810,70
VID_15012,7
VID_9473,165
VID_21233,801
VID_15573,6
VID_14136,175
VID_5263,239
VID_19147,74
VID_6746,7
VID_21062,206
VID_1391,3
VID_10695,92091
VID_10709,3678
VID_6050,2
VID_20221,536
VID_14590,56
VID_23440,2213
VID_10114,773
VID_5636,131
VID_3714,575
VID_14057,84
VID_16982,152
VID_16158,138
VID_23018,305
VID_14304,5
VID_11438,669
VID_19361,955
VID_16945,961
VID_15325,831
VID_3164,4
VID_13148,69
VID_11446,4
VID_1200,11
VID_9583,13
VID_5362,16
VID_16290,302
VID_6663,15
VID_10513,45
VID_11604,9010
VID_17853,251
VID_9036,7
VID_487,777
VID_6002,103
VID_13067,118
VID_1230,21
VID_10247,9
VID_20789,123
VID_22866,12
VID_3131,4
VID_23112,6
VID_7848,3
VID_15726,2359
VID_16931,21
VID_12027,14
VID_11663,962
VID_5510,12
VID_2953,17
VID_12203,690
VID_9578,83
VID_4927,3
VID_17804,8948
VID_16733,956
VID_707,10
VID_16334,138
VID_11444,393
VID_16944,102
VID_406,661
VID_11200,6
VID_6082,3
VID_17077,393
VID_12120,65
VID_18751,578
VID_22578,136
VID_10744,74317
VID_3062,40
VID_16724,37
VID_18072,3
VID_19114,16
VID_22030,764
VID_2269,233
VID_13298,880
VID_17090,27161
VID_17358,3
VID_16540,14
VID_9248,22
VID_15585,16
VID_19347,623
VID_21447,36
VID_13179,496
VID_4715,6
VID_16761,8417
VID_17408,10
VID_12568,10
VID_12409,28
VID_19916,1458
VID_16481,17
VID_12539,440
VID_19279,1243
VID_12943,4825
VID_4659,1
VID_18232,9
VID_19162,197
VID_19730,1768
VID_21800,708
VID_9676,1
VID_22343,8775
VID_17323,20
VID_12127,12
VID_10102,2
VID_14077,6
VID_1515,26065
VID_18952,612
VID_23494,249
VID_7222,12418
VID_4804,9
VID_9600,2
VID_14184,4544
VID_17029,49
VID_12733,15
VID_20713,5932
VID_16978,4621
VID_21426,52
VID_4682,1
VID_5067,85
VID_5967,257
VID_3160,12
VID_8015,1
VID_8314,228
VID_9061,45
VID_16054,388
VID_14914,1
VID_2782,1319
VID_3405,29
VID_13973,11
VID_20293,1182
VID_13331,4187
VID_19058,12
VID_6758,4
VID_3893,6
VID_2712,42
VID_13854,3
VID_16032,690
VID_8816,46
VID_11284,65
VID_7030,1157
VID_23648,744
VID_9266,9
VID_4866,15
VID_11410,177
VID_6130,243
VID_20754,622
VID_9062,233
VID_16223,267
VID_8874,3190
VID_19747,1734
VID_11152,1
VID_948,5
VID_6212,37
VID_23350,23
VID_12698,85
VID_7895,135
VID_22828,7
VID_15826,6
VID_19229,5020
VID_16620,60
VID_520,63
VID_14306,12
VID_23403,43
VID_5068,1867
VID_151,1002
VID_16440,5570
VID_6639,496
VID_10294,77
VID_11491,95
VID_21071,2355
VID_6036,1653
VID_10528,864
VID_16805,2
VID_13016,26
VID_12357,2
VID_21135,4947
VID_14654,1
VID_4527,5
VID_358,18
VID_9344,23
VID_6680,80
VID_20648,1752
VID_17740,1
VID_19803,7
VID_2895,2684
VID_21528,360
VID_9297,4580
VID_13766,7
VID_4882,4
VID_15857,827
VID_12661,10
VID_3685,2
VID_20790,8
VID_8500,496
VID_11100,33
VID_8719,2260
VID_8322,1
VID_15001,13
VID_12322,191
VID_7261,610
VID_6203,2
VID_16731,16
VID_11416,439
VID_21849,664
VID_7923,111
VID_6247,1
VID_14460,102
VID_23485,5
VID_9329,2
VID_14827,4
VID_18237,512
VID_13840,136
VID_9229,477
VID_7162,191
VID_17313,102
VID_21629,79
VID_9591,1784
VID_11437,8
VID_13076,13
VID_14681,5
VID_10378,345
VID_21873,7
VID_9282,77
VID_3554,6
VID_9884,2102
VID_8583,122
VID_7617,489
VID_1284,179
VID_1594,20
VID_2902,1757
VID_2160,113650
VID_2357,108
VID_4012,9
VID_7932,21
VID_16858,2
VID_15431,1911
VID_19393,20
VID_9371,1
VID_16347,18
VID_10564,998
VID_5634,1145
VID_21704,19809
VID_5415,22
VID_1925,23190
VID_21687,6359
VID_23616,16
VID_248,2
VID_2689,754
VID_3650,7
VID_3025,344
VID_11174,15
VID_4953,6
VID_18607,152
VID_21054,882
VID_2173,2099
VID_11057,429
VID_13724,259
VID_13430,150
VID_9390,2
VID_18342,101
VID_11777,303
VID_19047,1068
VID_172,3
VID_3718,4127
VID_22213,4009
VID_5696,6
VID_20334,1978
VID_1007,13
VID_13102,168
VID_21651,2953
VID_2009,26
VID_21017,117
VID_4382,413
VID_4515,2
VID_3179,37
VID_23587,705
VID_12356,2
VID_18669,196
VID_6952,14
VID_4156,8
VID_2031,7
VID_20255,1
VID_14817,55
VID_777,20
VID_3995,65
VID_10014,101
VID_10300,333
VID_2465,1145
VID_17701,791
VID_4175,11
VID_15136,30
VID_9687,1
VID_12630,47
VID_9851,5101
VID_16471,217
VID_17782,2856
VID_12983,1535
VID_3696,118
VID_17888,135
VID_22337,2
VID_11385,10
VID_13508,3
VID_4664,22
VID_12336,13
VID_3184,627
VID_4506,272
VID_7887,10
VID_1583,1038
VID_9477,19
VID_21725,762
VID_1960,57
VID_13998,1
VID_12243,13
VID_993,4782
VID_16091,1529
VID_17591,33
VID_2311,651
VID_22345,5013
VID_2342,27
VID_8959,98
VID_3423,3
VID_942,501
VID_17251,228
VID_10831,78
VID_7424,18
VID_6404,418
VID_18918,200
VID_22132,62
VID_22341,4978
VID_18590,25
VID_5215,198
VID_16189,17
VID_3013,483
VID_12801,16
VID_7074,8452
VID_21595,606
VID_5007,6
VID_15854,6
VID_2369,8
VID_554,3
VID_20809,1048
VID_16735,926
VID_3212,12
VID_3137,29
VID_17255,68
VID_19709,2845
VID_13463,13
VID_8118,2
VID_15978,4539
VID_3478,22
VID_5275,19
VID_8837,1
VID_21230,1430
VID_19256,11475
VID_4054,12
VID_9515,3
VID_15224,10
VID_10509,2
VID_570,45
VID_18401,6702
VID_5981,30
VID_3077,1
VID_742,2378
VID_19034,5
VID_17070,169
VID_11392,6
VID_6577,60
VID_15161,66
VID_20311,434
VID_8374,6
VID_22056,8
VID_8221,956
VID_11338,67
VID_6994,1005
VID_15998,110
VID_18844,223
VID_19272,1096
VID_11191,176
VID_7732,78
VID_10954,23
VID_17960,96
VID_2865,2
VID_8654,12
VID_10308,2
VID_10468,540
VID_5692,8
VID_18943,380
VID_6756,1
VID_2479,821
VID_16749,5
VID_20222,612
VID_16310,13
VID_11929,146
VID_17964,44
VID_8219,1063
VID_9671,29
VID_9700,59
VID_23284,875
VID_19493,162
VID_3123,15
VID_10681,548
VID_18985,14844
VID_15460,5
VID_15406,8
VID_12559,633
VID_19679,2836
VID_15305,815
VID_22174,207
VID_4220,5
VID_14092,20
VID_540,3670
VID_4663,281
VID_22875,264
VID_5047,2
VID_16179,114
VID_6524,2338
VID_15701,304
VID_2125,13935
VID_13225,752
VID_7398,2
VID_7756,2
VID_2183,153
VID_9525,48
VID_11901,40
VID_10810,257
VID_1126,444
VID_8232,168
VID_16675,216
VID_2995,4293
VID_366,1488
VID_9273,1
VID_15580,664
VID_8392,2
VID_21183,5
VID_19964,6692
VID_8670,23645
VID_12176,48
VID_11534,1754
VID_5680,70
VID_21288,39
VID_11161,3
VID_19849,370
VID_21412,222
VID_11465,778
VID_22015,1574
VID_2691,16
VID_19334,7
VID_6162,628
VID_13451,34
VID_12214,6
VID_10943,42
VID_12722,10
VID_11298,60
VID_18240,22
VID_9558,1323
VID_7218,3
VID_21065,227
VID_2724,1909
VID_21578,215
VID_1048,1015
VID_10801,203
VID_1722,35
VID_19293,3469
VID_10052,127
VID_19400,3202
VID_18792,236
VID_21334,343
VID_7294,16283
VID_1634,101
VID_21201,27
VID_415,6
VID_3072,8
VID_1464,22
VID_18400,624
VID_4992,503
VID_16747,358
VID_17491,223
VID_12664,184
VID_489,34
VID_22646,5
VID_1716,674
VID_9767,1663
VID_16415,251
VID_12813,39
VID_15634,10
VID_212,2
VID_20184,101
VID_4055,3
VID_8312,3
VID_20468,613
VID_11575,43
